"responseId","userId","trainingId","score","responseDate"
7917,29,75,63,"2024-10-07"
7918,150,77,97,"2024-10-07"
7919,86,43,9,"2024-10-07"
7920,171,93,6,"2024-10-06"
7921,45,42,87,"2024-10-06"
7922,94,35,24,"2024-10-07"
7923,289,57,16,"2024-10-07"
7924,82,81,82,"2024-10-06"
7925,32,71,8,"2024-10-07"
7926,49,41,10,"2024-10-07"
7927,40,46,22,"2024-10-06"
7928,276,60,85,"2024-10-07"
7929,247,37,85,"2024-10-07"
7930,83,22,25,"2024-10-06"
7931,240,43,69,"2024-10-07"
7932,86,39,93,"2024-10-06"
7933,195,64,35,"2024-10-06"
7934,81,80,49,"2024-10-06"
7935,123,13,33,"2024-10-06"
7936,281,36,22,"2024-10-07"
7937,133,49,23,"2024-10-06"
7938,30,76,22,"2024-10-06"
7939,251,96,0,"2024-10-07"
7940,34,5,18,"2024-10-07"
7941,25,80,34,"2024-10-07"
7942,191,85,75,"2024-10-06"
7943,77,63,73,"2024-10-07"
7944,276,45,72,"2024-10-07"
7945,123,41,47,"2024-10-06"
7946,230,71,65,"2024-10-06"
7947,78,76,68,"2024-10-06"
7948,251,46,77,"2024-10-07"
7949,184,57,26,"2024-10-06"
7950,51,87,89,"2024-10-06"
7951,22,47,58,"2024-10-06"
7952,40,54,97,"2024-10-06"
7953,103,63,74,"2024-10-07"
7954,141,41,81,"2024-10-07"
7955,74,54,53,"2024-10-06"
7956,140,38,55,"2024-10-07"
7957,54,15,74,"2024-10-07"
7958,143,20,79,"2024-10-07"
7959,69,52,37,"2024-10-06"
7960,172,84,67,"2024-10-06"
7961,265,9,50,"2024-10-07"
7962,226,2,16,"2024-10-07"
7963,279,12,92,"2024-10-06"
7964,155,9,10,"2024-10-07"
7965,264,24,30,"2024-10-07"
7966,120,75,84,"2024-10-07"
7967,277,42,12,"2024-10-07"
7968,94,7,80,"2024-10-06"
7969,34,18,62,"2024-10-06"
7970,266,49,81,"2024-10-06"
7971,170,93,91,"2024-10-06"
7972,178,52,22,"2024-10-06"
7973,157,72,92,"2024-10-07"
7974,282,43,5,"2024-10-07"
7975,239,22,61,"2024-10-07"
7976,238,15,7,"2024-10-07"
7977,262,39,66,"2024-10-06"
7978,180,27,8,"2024-10-07"
7979,77,98,54,"2024-10-07"
7980,207,76,68,"2024-10-06"
7981,150,97,62,"2024-10-07"
7982,31,82,99,"2024-10-07"
7983,32,91,72,"2024-10-07"
7984,58,4,40,"2024-10-06"
7985,32,86,58,"2024-10-06"
7986,105,47,13,"2024-10-07"
7987,20,25,3,"2024-10-07"
7988,216,68,23,"2024-10-06"
7989,35,53,57,"2024-10-06"
7990,126,73,78,"2024-10-06"
7991,166,40,25,"2024-10-07"
7992,47,10,95,"2024-10-07"
7993,2,60,67,"2024-10-06"
7994,206,82,3,"2024-10-06"
7995,76,63,56,"2024-10-07"
7996,157,18,32,"2024-10-07"
7997,13,77,36,"2024-10-06"
7998,158,41,82,"2024-10-06"
7999,101,64,4,"2024-10-07"
8000,288,79,93,"2024-10-06"
8001,259,80,71,"2024-10-06"
8002,32,91,43,"2024-10-07"
8003,141,48,65,"2024-10-07"
8004,55,99,65,"2024-10-07"
8005,85,40,15,"2024-10-07"
8006,275,36,91,"2024-10-07"
8007,75,51,74,"2024-10-07"
8008,194,25,66,"2024-10-06"
8009,94,25,93,"2024-10-07"
8010,299,67,20,"2024-10-07"
8011,269,26,69,"2024-10-06"
8012,165,21,64,"2024-10-07"
8013,239,11,33,"2024-10-07"
8014,124,59,95,"2024-10-06"
8015,107,10,79,"2024-10-07"
8016,241,45,12,"2024-10-06"
8017,129,18,29,"2024-10-06"
8018,86,8,0,"2024-10-07"
8019,11,59,52,"2024-10-07"
8020,189,92,73,"2024-10-06"
8021,33,42,88,"2024-10-06"
8022,228,7,7,"2024-10-06"
8023,153,41,61,"2024-10-06"
8024,128,27,55,"2024-10-06"
8025,200,27,82,"2024-10-07"
8026,46,3,85,"2024-10-06"
8027,23,92,38,"2024-10-06"
8028,84,25,90,"2024-10-06"
8029,214,44,16,"2024-10-07"
8030,256,72,9,"2024-10-07"
8031,127,65,74,"2024-10-06"
8032,224,49,49,"2024-10-07"
8033,294,26,80,"2024-10-06"
8034,9,66,87,"2024-10-07"
8035,219,93,77,"2024-10-06"
8036,53,21,42,"2024-10-06"
8037,288,21,12,"2024-10-07"
8038,41,41,0,"2024-10-07"
8039,230,16,68,"2024-10-07"
8040,266,72,20,"2024-10-07"
8041,262,16,62,"2024-10-06"
8042,183,51,79,"2024-10-06"
8043,265,21,48,"2024-10-07"
8044,265,85,3,"2024-10-06"
8045,107,44,70,"2024-10-07"
8046,190,73,41,"2024-10-06"
8047,77,98,61,"2024-10-06"
8048,199,69,67,"2024-10-07"
8049,160,7,45,"2024-10-06"
8050,18,73,78,"2024-10-07"
8051,185,9,82,"2024-10-07"
8052,4,48,60,"2024-10-06"
8053,274,79,44,"2024-10-06"
8054,248,96,22,"2024-10-06"
8055,121,54,16,"2024-10-07"
8056,162,32,83,"2024-10-06"
8057,37,60,70,"2024-10-07"
8058,156,59,39,"2024-10-07"
8059,161,37,91,"2024-10-06"
8060,161,42,61,"2024-10-06"
8061,36,56,25,"2024-10-06"
8062,16,54,71,"2024-10-07"
8063,132,20,0,"2024-10-06"
8064,163,73,44,"2024-10-06"
8065,219,88,6,"2024-10-06"
8066,297,24,47,"2024-10-06"
8067,61,85,73,"2024-10-07"
8068,23,56,62,"2024-10-07"
8069,282,46,69,"2024-10-06"
8070,97,18,16,"2024-10-06"
8071,181,45,91,"2024-10-06"
8072,15,77,13,"2024-10-06"
8073,33,73,52,"2024-10-06"
8074,38,69,64,"2024-10-06"
8075,34,46,92,"2024-10-06"
8076,4,86,53,"2024-10-07"
8077,38,11,26,"2024-10-07"
8078,225,71,47,"2024-10-07"
8079,47,42,42,"2024-10-07"
8080,271,65,56,"2024-10-07"
8081,233,53,58,"2024-10-06"
8082,237,50,41,"2024-10-06"
8083,19,77,95,"2024-10-06"
8084,166,50,70,"2024-10-06"
8085,87,56,22,"2024-10-07"
8086,219,34,36,"2024-10-06"
8087,192,22,5,"2024-10-07"
8088,91,8,63,"2024-10-07"
8089,250,51,13,"2024-10-07"
8090,70,18,37,"2024-10-06"
8091,137,5,44,"2024-10-07"
8092,143,47,3,"2024-10-07"
8093,26,100,2,"2024-10-06"
8094,138,23,24,"2024-10-07"
8095,153,70,19,"2024-10-06"
8096,183,57,15,"2024-10-07"
8097,292,42,39,"2024-10-06"
8098,180,62,16,"2024-10-06"
8099,54,32,50,"2024-10-07"
8100,252,42,3,"2024-10-06"
8101,94,8,40,"2024-10-06"
8102,196,50,99,"2024-10-06"
8103,263,11,20,"2024-10-06"
8104,273,37,18,"2024-10-07"
8105,259,62,15,"2024-10-07"
8106,57,58,73,"2024-10-07"
8107,238,73,31,"2024-10-06"
8108,190,65,32,"2024-10-06"
8109,108,83,42,"2024-10-06"
8110,108,76,71,"2024-10-07"
8111,161,33,49,"2024-10-07"
8112,184,32,73,"2024-10-06"
8113,202,60,57,"2024-10-06"
8114,58,52,98,"2024-10-06"
8115,108,55,70,"2024-10-07"
8116,236,78,48,"2024-10-06"
8117,207,92,67,"2024-10-07"
8118,199,19,10,"2024-10-07"
8119,72,62,62,"2024-10-06"
8120,273,69,88,"2024-10-07"
8121,147,24,60,"2024-10-06"
8122,185,96,91,"2024-10-06"
8123,252,16,62,"2024-10-07"
8124,266,12,80,"2024-10-07"
8125,3,90,9,"2024-10-07"
8126,29,34,49,"2024-10-07"
8127,48,46,30,"2024-10-06"
8128,299,36,85,"2024-10-07"
8129,37,37,40,"2024-10-06"
8130,121,70,7,"2024-10-06"
8131,220,5,27,"2024-10-07"
8132,55,74,99,"2024-10-06"
8133,245,35,38,"2024-10-07"
8134,259,71,40,"2024-10-06"
8135,108,35,42,"2024-10-07"
8136,221,61,55,"2024-10-07"
8137,8,5,23,"2024-10-07"
8138,152,50,17,"2024-10-06"
8139,127,83,82,"2024-10-06"
8140,91,40,41,"2024-10-06"
8141,142,77,2,"2024-10-07"
8142,255,71,67,"2024-10-07"
8143,213,49,26,"2024-10-06"
8144,221,8,80,"2024-10-07"
8145,68,88,87,"2024-10-06"
8146,241,50,4,"2024-10-07"
8147,106,42,90,"2024-10-07"
8148,7,68,1,"2024-10-07"
8149,123,18,90,"2024-10-06"
8150,200,52,77,"2024-10-06"
8151,41,41,10,"2024-10-06"
8152,238,64,25,"2024-10-06"
8153,65,64,83,"2024-10-07"
8154,20,83,27,"2024-10-06"
8155,172,26,20,"2024-10-07"
8156,212,4,39,"2024-10-06"
8157,35,83,26,"2024-10-07"
8158,7,43,58,"2024-10-06"
8159,84,52,96,"2024-10-06"
8160,184,64,37,"2024-10-06"
8161,73,94,39,"2024-10-07"
8162,50,40,88,"2024-10-06"
8163,269,14,41,"2024-10-06"
8164,92,29,37,"2024-10-06"
8165,134,49,41,"2024-10-06"
8166,167,55,18,"2024-10-07"
8167,187,87,94,"2024-10-06"
8168,151,79,28,"2024-10-07"
8169,112,20,69,"2024-10-07"
8170,249,34,24,"2024-10-07"
8171,41,19,9,"2024-10-06"
8172,100,41,99,"2024-10-07"
8173,74,71,16,"2024-10-07"
8174,245,79,94,"2024-10-06"
8175,27,78,31,"2024-10-07"
8176,238,82,14,"2024-10-06"
8177,16,60,28,"2024-10-07"
8178,63,77,91,"2024-10-07"
8179,239,88,79,"2024-10-07"
8180,262,91,56,"2024-10-06"
8181,152,88,45,"2024-10-07"
8182,71,96,75,"2024-10-06"
8183,47,79,30,"2024-10-06"
8184,58,56,47,"2024-10-06"
8185,229,70,93,"2024-10-06"
8186,18,96,30,"2024-10-07"
8187,275,21,54,"2024-10-07"
8188,150,29,22,"2024-10-06"
8189,273,33,0,"2024-10-06"
8190,74,65,63,"2024-10-07"
8191,33,28,13,"2024-10-06"
8192,213,11,27,"2024-10-07"
8193,222,46,71,"2024-10-07"
8194,123,81,13,"2024-10-06"
8195,145,2,90,"2024-10-07"
8196,246,100,90,"2024-10-07"
8197,111,99,89,"2024-10-06"
8198,9,13,16,"2024-10-06"
8199,272,95,96,"2024-10-06"
8200,186,82,90,"2024-10-07"
8201,136,59,90,"2024-10-07"
8202,180,30,83,"2024-10-07"
8203,128,25,82,"2024-10-07"
8204,188,52,99,"2024-10-06"
8205,297,32,29,"2024-10-07"
8206,253,68,88,"2024-10-06"
8207,54,38,27,"2024-10-06"
8208,284,100,52,"2024-10-07"
8209,247,85,59,"2024-10-06"
8210,228,84,57,"2024-10-07"
8211,189,12,95,"2024-10-07"
8212,275,86,85,"2024-10-07"
8213,68,27,98,"2024-10-06"
8214,289,23,34,"2024-10-07"
8215,107,66,9,"2024-10-07"
8216,45,30,89,"2024-10-07"
8217,183,91,61,"2024-10-06"
8218,13,75,4,"2024-10-07"
8219,186,82,64,"2024-10-07"
8220,196,61,24,"2024-10-06"
8221,111,21,31,"2024-10-06"
8222,189,18,18,"2024-10-07"
8223,162,80,52,"2024-10-07"
8224,256,28,34,"2024-10-07"
8225,220,54,14,"2024-10-07"
8226,87,30,88,"2024-10-06"
8227,105,42,35,"2024-10-07"
8228,214,52,94,"2024-10-06"
8229,177,49,3,"2024-10-07"
8230,299,18,9,"2024-10-06"
8231,158,70,44,"2024-10-07"
8232,222,65,18,"2024-10-06"
8233,265,84,89,"2024-10-06"
8234,216,90,79,"2024-10-06"
8235,288,5,15,"2024-10-06"
8236,282,1,88,"2024-10-06"
8237,181,15,75,"2024-10-06"
8238,268,72,39,"2024-10-07"
8239,93,33,5,"2024-10-07"
8240,7,63,54,"2024-10-06"
8241,283,81,42,"2024-10-07"
8242,280,15,60,"2024-10-06"
8243,204,42,9,"2024-10-06"
8244,25,91,20,"2024-10-07"
8245,246,49,32,"2024-10-06"
8246,243,46,83,"2024-10-07"
8247,202,52,54,"2024-10-07"
8248,266,95,51,"2024-10-06"
8249,172,100,41,"2024-10-06"
8250,152,67,28,"2024-10-07"
8251,205,4,38,"2024-10-07"
8252,11,71,41,"2024-10-06"
8253,130,73,74,"2024-10-07"
8254,99,53,34,"2024-10-07"
8255,272,56,87,"2024-10-06"
8256,223,79,34,"2024-10-07"
8257,108,2,18,"2024-10-07"
8258,222,96,21,"2024-10-06"
8259,10,87,89,"2024-10-06"
8260,288,67,67,"2024-10-06"
8261,84,42,58,"2024-10-07"
8262,146,33,76,"2024-10-07"
8263,37,47,88,"2024-10-07"
8264,25,80,16,"2024-10-07"
8265,43,73,3,"2024-10-06"
8266,71,35,86,"2024-10-07"
8267,151,26,4,"2024-10-06"
8268,218,17,80,"2024-10-07"
8269,131,20,90,"2024-10-07"
8270,266,14,99,"2024-10-07"
8271,54,52,64,"2024-10-06"
8272,98,45,94,"2024-10-06"
8273,272,9,17,"2024-10-06"
8274,204,90,2,"2024-10-07"
8275,163,77,46,"2024-10-07"
8276,247,23,62,"2024-10-07"
8277,56,96,65,"2024-10-07"
8278,246,20,86,"2024-10-06"
8279,79,98,57,"2024-10-07"
8280,133,72,55,"2024-10-06"
8281,133,19,63,"2024-10-06"
8282,212,7,15,"2024-10-07"
8283,76,89,36,"2024-10-07"
8284,189,81,59,"2024-10-07"
8285,117,95,30,"2024-10-07"
8286,237,60,48,"2024-10-07"
8287,214,1,28,"2024-10-06"
8288,217,84,35,"2024-10-06"
8289,196,26,21,"2024-10-07"
8290,218,29,45,"2024-10-07"
8291,124,38,23,"2024-10-07"
8292,263,14,78,"2024-10-07"
8293,289,72,86,"2024-10-06"
8294,149,18,12,"2024-10-07"
8295,72,20,72,"2024-10-07"
8296,202,55,47,"2024-10-07"
8297,158,99,60,"2024-10-06"
8298,277,84,97,"2024-10-07"
8299,122,11,30,"2024-10-07"
8300,183,2,87,"2024-10-06"
8301,82,60,91,"2024-10-06"
8302,85,23,38,"2024-10-06"
8303,129,35,60,"2024-10-07"
8304,252,8,41,"2024-10-07"
8305,209,53,69,"2024-10-07"
8306,46,10,35,"2024-10-06"
8307,118,42,24,"2024-10-06"
8308,218,24,28,"2024-10-06"
8309,227,7,79,"2024-10-06"
8310,239,54,82,"2024-10-06"
8311,140,14,61,"2024-10-06"
8312,5,5,24,"2024-10-06"
8313,1,93,9,"2024-10-07"
8314,36,88,70,"2024-10-07"
8315,138,51,23,"2024-10-06"
8316,285,25,68,"2024-10-07"
8317,42,6,41,"2024-10-06"
8318,48,84,74,"2024-10-06"
8319,294,74,63,"2024-10-06"
8320,128,60,21,"2024-10-06"
8321,16,27,38,"2024-10-07"
8322,154,22,32,"2024-10-07"
8323,171,85,67,"2024-10-06"
8324,151,87,15,"2024-10-07"
8325,264,42,27,"2024-10-07"
8326,82,80,38,"2024-10-07"
8327,116,76,69,"2024-10-06"
8328,163,21,33,"2024-10-07"
8329,274,49,12,"2024-10-06"
8330,25,74,46,"2024-10-06"
8331,101,52,40,"2024-10-06"
8332,200,29,20,"2024-10-06"
8333,238,50,12,"2024-10-06"
8334,62,86,11,"2024-10-07"
8335,264,87,56,"2024-10-06"
8336,58,40,71,"2024-10-06"
8337,256,12,14,"2024-10-06"
8338,256,24,45,"2024-10-07"
8339,277,97,34,"2024-10-06"
8340,162,20,58,"2024-10-07"
8341,269,59,56,"2024-10-07"
8342,169,38,23,"2024-10-06"
8343,77,66,37,"2024-10-07"
8344,59,89,63,"2024-10-07"
8345,75,78,15,"2024-10-07"
8346,279,65,34,"2024-10-06"
8347,14,76,8,"2024-10-07"
8348,40,75,33,"2024-10-06"
8349,204,14,54,"2024-10-07"
8350,232,65,32,"2024-10-06"
8351,292,33,38,"2024-10-06"
8352,239,43,83,"2024-10-06"
8353,245,18,0,"2024-10-07"
8354,245,23,61,"2024-10-07"
8355,145,20,36,"2024-10-06"
8356,30,1,67,"2024-10-07"
8357,108,89,3,"2024-10-06"
8358,209,96,85,"2024-10-07"
8359,158,49,73,"2024-10-07"
8360,1,34,78,"2024-10-06"
8361,204,54,17,"2024-10-06"
8362,223,58,57,"2024-10-06"
8363,39,4,46,"2024-10-06"
8364,4,15,74,"2024-10-07"
8365,222,55,96,"2024-10-07"
8366,213,60,84,"2024-10-07"
8367,239,71,43,"2024-10-06"
8368,143,12,92,"2024-10-07"
8369,192,54,28,"2024-10-06"
8370,14,59,93,"2024-10-07"
8371,121,40,35,"2024-10-06"
8372,275,78,23,"2024-10-06"
8373,276,38,73,"2024-10-07"
8374,228,63,57,"2024-10-07"
8375,247,55,46,"2024-10-07"
8376,130,71,89,"2024-10-06"
8377,282,67,95,"2024-10-07"
8378,108,26,42,"2024-10-07"
8379,188,56,89,"2024-10-06"
8380,292,63,56,"2024-10-07"
8381,15,94,48,"2024-10-07"
8382,71,59,33,"2024-10-07"
8383,262,41,56,"2024-10-06"
8384,44,38,72,"2024-10-07"
8385,283,83,3,"2024-10-07"
8386,76,68,95,"2024-10-07"
8387,13,70,39,"2024-10-06"
8388,233,100,42,"2024-10-07"
8389,199,82,15,"2024-10-07"
8390,166,33,43,"2024-10-07"
8391,249,95,18,"2024-10-07"
8392,236,30,73,"2024-10-07"
8393,16,79,99,"2024-10-07"
8394,183,61,65,"2024-10-06"
8395,105,7,33,"2024-10-07"
8396,2,2,16,"2024-10-06"
8397,83,79,60,"2024-10-06"
8398,126,64,57,"2024-10-07"
8399,274,80,43,"2024-10-07"
8400,268,33,54,"2024-10-06"
8401,70,95,43,"2024-10-06"
8402,293,53,26,"2024-10-06"
8403,4,37,47,"2024-10-06"
8404,25,26,10,"2024-10-06"
8405,117,70,88,"2024-10-07"
8406,5,21,86,"2024-10-07"
8407,89,49,54,"2024-10-06"
8408,189,34,90,"2024-10-06"
8409,19,92,76,"2024-10-06"
8410,240,53,73,"2024-10-06"
8411,64,96,12,"2024-10-06"
8412,158,24,93,"2024-10-06"
8413,67,7,52,"2024-10-06"
8414,258,11,24,"2024-10-07"
8415,245,90,9,"2024-10-07"
8416,9,84,56,"2024-10-07"
8417,62,89,86,"2024-10-06"
8418,146,41,53,"2024-10-06"
8419,246,97,9,"2024-10-07"
8420,101,17,25,"2024-10-07"
8421,138,73,8,"2024-10-06"
8422,225,100,31,"2024-10-06"
8423,79,84,71,"2024-10-07"
8424,120,82,34,"2024-10-07"
8425,47,45,25,"2024-10-06"
8426,231,69,84,"2024-10-07"
8427,167,30,72,"2024-10-06"
8428,45,21,75,"2024-10-07"
8429,278,37,46,"2024-10-07"
8430,239,7,7,"2024-10-06"
8431,117,22,40,"2024-10-07"
8432,175,73,87,"2024-10-06"
8433,101,30,19,"2024-10-06"
8434,229,71,69,"2024-10-06"
8435,237,24,1,"2024-10-06"
8436,139,92,34,"2024-10-06"
8437,256,1,46,"2024-10-06"
8438,60,31,8,"2024-10-06"
8439,61,42,28,"2024-10-07"
8440,208,5,60,"2024-10-06"
8441,151,7,90,"2024-10-06"
8442,281,100,51,"2024-10-06"
8443,46,73,91,"2024-10-06"
8444,186,6,55,"2024-10-06"
8445,93,57,67,"2024-10-07"
8446,277,1,26,"2024-10-07"
8447,300,16,25,"2024-10-06"
8448,150,30,87,"2024-10-06"
8449,17,72,85,"2024-10-07"
8450,78,99,30,"2024-10-07"
8451,139,45,4,"2024-10-06"
8452,272,96,86,"2024-10-06"
8453,235,33,48,"2024-10-06"
8454,64,99,22,"2024-10-06"
8455,41,71,37,"2024-10-07"
8456,202,14,12,"2024-10-06"
8457,17,28,24,"2024-10-07"
8458,262,68,70,"2024-10-06"
8459,160,57,18,"2024-10-07"
8460,287,43,93,"2024-10-06"
8461,197,68,45,"2024-10-06"
8462,226,85,25,"2024-10-07"
8463,152,18,14,"2024-10-07"
8464,145,59,66,"2024-10-06"
8465,56,26,3,"2024-10-06"
8466,187,45,43,"2024-10-06"
8467,138,35,68,"2024-10-07"
8468,29,88,29,"2024-10-07"
8469,1,66,87,"2024-10-07"
8470,77,15,22,"2024-10-06"
8471,97,12,33,"2024-10-06"
8472,288,25,95,"2024-10-07"
8473,181,34,34,"2024-10-06"
8474,234,80,73,"2024-10-07"
8475,228,20,11,"2024-10-07"
8476,16,69,79,"2024-10-06"
8477,106,40,28,"2024-10-06"
8478,68,45,98,"2024-10-06"
8479,203,78,31,"2024-10-07"
8480,184,18,14,"2024-10-07"
8481,211,82,18,"2024-10-07"
8482,206,48,92,"2024-10-06"
8483,110,5,91,"2024-10-07"
8484,27,100,26,"2024-10-06"
8485,207,78,77,"2024-10-06"
8486,212,88,58,"2024-10-06"
8487,283,10,37,"2024-10-07"
8488,230,83,75,"2024-10-06"
8489,274,49,64,"2024-10-07"
8490,40,26,36,"2024-10-06"
8491,59,57,23,"2024-10-06"
8492,45,46,1,"2024-10-06"
8493,114,69,92,"2024-10-06"
8494,91,66,75,"2024-10-06"
8495,103,23,50,"2024-10-06"
8496,109,82,80,"2024-10-06"
8497,207,58,22,"2024-10-07"
8498,205,39,89,"2024-10-06"
8499,85,66,70,"2024-10-06"
8500,183,9,62,"2024-10-07"
8501,279,91,7,"2024-10-06"
8502,66,33,43,"2024-10-06"
8503,78,63,78,"2024-10-06"
8504,52,41,25,"2024-10-07"
8505,215,77,90,"2024-10-06"
8506,254,57,0,"2024-10-06"
8507,235,88,34,"2024-10-07"
8508,36,45,82,"2024-10-06"
8509,60,69,94,"2024-10-06"
8510,81,67,71,"2024-10-07"
8511,281,50,60,"2024-10-07"
8512,126,12,4,"2024-10-06"
8513,155,83,1,"2024-10-07"
8514,219,65,26,"2024-10-07"
8515,18,76,30,"2024-10-06"
8516,233,61,95,"2024-10-06"
8517,104,55,32,"2024-10-07"
8518,103,84,13,"2024-10-06"
8519,204,70,90,"2024-10-07"
8520,102,60,63,"2024-10-06"
8521,210,35,30,"2024-10-06"
8522,1,41,83,"2024-10-07"
8523,226,21,75,"2024-10-06"
8524,82,18,69,"2024-10-06"
8525,77,91,9,"2024-10-07"
8526,230,83,0,"2024-10-06"
8527,287,91,12,"2024-10-06"
8528,235,71,90,"2024-10-06"
8529,41,70,64,"2024-10-07"
8530,81,24,61,"2024-10-07"
8531,20,55,22,"2024-10-06"
8532,173,55,42,"2024-10-06"
8533,267,89,23,"2024-10-07"
8534,168,93,78,"2024-10-06"
8535,123,49,38,"2024-10-07"
8536,222,57,55,"2024-10-07"
8537,259,92,79,"2024-10-07"
8538,8,32,25,"2024-10-06"
8539,29,50,69,"2024-10-07"
8540,16,71,20,"2024-10-07"
8541,237,60,82,"2024-10-06"
8542,36,54,80,"2024-10-06"
8543,76,46,62,"2024-10-06"
8544,250,38,66,"2024-10-06"
8545,73,4,9,"2024-10-06"
8546,156,100,80,"2024-10-06"
8547,95,42,8,"2024-10-06"
8548,296,82,76,"2024-10-06"
8549,59,54,6,"2024-10-06"
8550,207,70,67,"2024-10-06"
8551,90,70,62,"2024-10-06"
8552,186,76,12,"2024-10-07"
8553,252,55,17,"2024-10-06"
8554,91,76,40,"2024-10-07"
8555,183,48,58,"2024-10-07"
8556,149,95,72,"2024-10-07"
8557,53,49,80,"2024-10-07"
8558,152,57,24,"2024-10-07"
8559,58,21,15,"2024-10-06"
8560,277,6,40,"2024-10-07"
8561,3,55,35,"2024-10-06"
8562,32,9,50,"2024-10-06"
8563,211,53,6,"2024-10-07"
8564,282,82,45,"2024-10-07"
8565,31,100,36,"2024-10-06"
8566,106,76,24,"2024-10-06"
8567,39,70,62,"2024-10-07"
8568,223,31,77,"2024-10-07"
8569,77,75,88,"2024-10-07"
8570,226,42,24,"2024-10-07"
8571,146,96,60,"2024-10-07"
8572,143,24,56,"2024-10-07"
8573,295,43,2,"2024-10-06"
8574,200,29,10,"2024-10-06"
8575,32,78,20,"2024-10-07"
8576,3,50,0,"2024-10-06"
8577,197,43,4,"2024-10-06"
8578,217,46,75,"2024-10-07"
8579,65,36,75,"2024-10-06"
8580,192,47,20,"2024-10-07"
8581,109,74,52,"2024-10-06"
8582,97,49,38,"2024-10-06"
8583,214,94,78,"2024-10-06"
8584,190,74,33,"2024-10-06"
8585,41,94,44,"2024-10-06"
8586,180,11,95,"2024-10-06"
8587,297,68,84,"2024-10-06"
8588,240,96,46,"2024-10-06"
8589,54,71,50,"2024-10-06"
8590,234,66,3,"2024-10-06"
8591,155,54,89,"2024-10-07"
8592,92,15,32,"2024-10-07"
8593,275,43,51,"2024-10-06"
8594,140,94,34,"2024-10-07"
8595,93,33,40,"2024-10-06"
8596,285,92,94,"2024-10-07"
8597,44,26,87,"2024-10-06"
8598,68,15,86,"2024-10-07"
8599,251,63,38,"2024-10-06"
8600,10,4,79,"2024-10-07"
8601,196,58,62,"2024-10-07"
8602,161,43,39,"2024-10-07"
8603,208,3,57,"2024-10-07"
8604,241,37,53,"2024-10-06"
8605,78,4,40,"2024-10-07"
8606,53,65,96,"2024-10-06"
8607,189,96,5,"2024-10-07"
8608,119,51,74,"2024-10-06"
8609,97,35,64,"2024-10-06"
8610,94,60,61,"2024-10-07"
8611,88,95,89,"2024-10-07"
8612,66,9,92,"2024-10-06"
8613,142,67,55,"2024-10-07"
8614,201,2,0,"2024-10-07"
8615,32,96,85,"2024-10-07"
8616,223,39,4,"2024-10-07"
8617,58,51,3,"2024-10-07"
8618,93,46,79,"2024-10-07"
8619,281,33,99,"2024-10-07"
8620,61,27,49,"2024-10-06"
8621,259,34,77,"2024-10-06"
8622,35,5,92,"2024-10-06"
8623,153,91,58,"2024-10-06"
8624,93,92,2,"2024-10-06"
8625,20,40,57,"2024-10-07"
8626,77,41,84,"2024-10-07"
8627,229,7,35,"2024-10-07"
8628,121,42,10,"2024-10-06"
8629,240,95,33,"2024-10-07"
8630,249,51,97,"2024-10-06"
8631,46,30,8,"2024-10-07"
8632,274,75,18,"2024-10-06"
8633,121,36,95,"2024-10-06"
8634,117,70,99,"2024-10-07"
8635,86,25,95,"2024-10-06"
8636,129,46,80,"2024-10-06"
8637,117,90,19,"2024-10-07"
8638,169,68,52,"2024-10-06"
8639,194,72,87,"2024-10-06"
8640,72,64,10,"2024-10-07"
8641,226,46,82,"2024-10-07"
8642,16,8,40,"2024-10-06"
8643,262,65,29,"2024-10-06"
8644,240,100,20,"2024-10-07"
8645,7,52,56,"2024-10-07"
8646,58,95,24,"2024-10-07"
8647,127,39,89,"2024-10-07"
8648,95,15,15,"2024-10-06"
8649,291,79,43,"2024-10-06"
8650,153,62,81,"2024-10-07"
8651,136,98,89,"2024-10-07"
8652,94,43,7,"2024-10-07"
8653,286,80,44,"2024-10-06"
8654,51,56,52,"2024-10-07"
8655,76,86,38,"2024-10-06"
8656,214,2,47,"2024-10-06"
8657,80,7,36,"2024-10-07"
8658,76,95,81,"2024-10-06"
8659,131,25,20,"2024-10-06"
8660,233,86,1,"2024-10-06"
8661,220,8,16,"2024-10-07"
8662,165,88,33,"2024-10-06"
8663,132,96,32,"2024-10-06"
8664,278,81,7,"2024-10-07"
8665,253,36,70,"2024-10-07"
8666,245,95,75,"2024-10-06"
8667,18,14,61,"2024-10-07"
8668,282,21,33,"2024-10-06"
8669,152,29,90,"2024-10-06"
8670,254,5,80,"2024-10-06"
8671,295,62,22,"2024-10-06"
8672,287,20,58,"2024-10-06"
8673,127,57,44,"2024-10-07"
8674,26,95,94,"2024-10-07"
8675,140,85,40,"2024-10-07"
8676,259,25,35,"2024-10-07"
8677,57,19,65,"2024-10-06"
8678,67,15,99,"2024-10-06"
8679,103,80,71,"2024-10-07"
8680,257,96,99,"2024-10-07"
8681,46,8,22,"2024-10-07"
8682,173,49,94,"2024-10-06"
8683,205,55,9,"2024-10-06"
8684,262,2,52,"2024-10-07"
8685,274,29,92,"2024-10-07"
8686,96,26,41,"2024-10-06"
8687,79,50,98,"2024-10-06"
8688,39,88,14,"2024-10-07"
8689,64,10,52,"2024-10-06"
8690,10,30,11,"2024-10-06"
8691,46,79,95,"2024-10-06"
8692,238,2,97,"2024-10-07"
